name,state,latitude,longitude,population,timezone,search_name
Kākori,Uttar Pradesh,26.868,80.7857,18332,Asia/Kolkata,kākori uttar pradesh
Cheranmahadevi,Tamil Nadu,8.67547,77.56957,18327,Asia/Kolkata,cheranmahadevi tamil nadu
Alangāyam,Tamil Nadu,12.62235,78.75207,18327,Asia/Kolkata,alangāyam tamil nadu
Rāmjībanpur,West Bengal,22.82815,87.60888,18318,Asia/Kolkata,rāmjībanpur west bengal
Hutagalli,Karnataka,12.34172,76.58629,18308,Asia/Kolkata,hutagalli karnataka
Howli,Arunachal Pradesh,26.42237,90.98004,18301,Asia/Kolkata,howli arunachal pradesh
Talod,Goa,23.3514,72.94999,18298,Asia/Kolkata,talod goa
Daboh,Madhya Pradesh,26.00239,78.87658,18298,Asia/Kolkata,daboh madhya pradesh
Palugal,Tamil Nadu,8.35362,77.1859,18276,Asia/Kolkata,palugal tamil nadu
Inam Maniyachi,Tamil Nadu,9.17056,77.85115,18258,Asia/Kolkata,inam maniyachi tamil nadu
Ghogardīha,Bihar,26.27986,86.47001,18257,Asia/Kolkata,ghogardīha bihar
Vengikkal,Tamil Nadu,12.26416,79.06745,18244,Asia/Kolkata,vengikkal tamil nadu
Udaipura,Madhya Pradesh,23.07434,78.51108,18236,Asia/Kolkata,udaipura madhya pradesh
Behat,Uttar Pradesh,30.1718,77.6139,18223,Asia/Kolkata,behat uttar pradesh
Khetri,Rajasthan,28.00069,75.78644,18209,Asia/Kolkata,khetri rajasthan
Kheri Nāngal,Gujarat,29.35436,76.97737,18195,Asia/Kolkata,kheri nāngal gujarat
Pasthal,Maharashtra,19.82018,72.72959,18194,Asia/Kolkata,pasthal maharashtra
Kariapatti,Tamil Nadu,9.67505,78.09992,18191,Asia/Kolkata,kariapatti tamil nadu
Tezu,Arunachal Pradesh,27.91256,96.12882,18184,Asia/Kolkata,tezu arunachal pradesh
Gairtganj,Madhya Pradesh,23.41022,78.22082,18184,Asia/Kolkata,gairtganj madhya pradesh
Jalālī,Uttar Pradesh,27.8668,78.25267,18177,Asia/Kolkata,jalālī uttar pradesh
Gaurela,Unknown,22.75449,81.90107,18165,Asia/Kolkata,gaurela unknown
Singampunari,Tamil Nadu,10.1862,78.415,18143,Asia/Kolkata,singampunari tamil nadu
Moonak,Punjab,29.82529,75.89055,18141,Asia/Kolkata,moonak punjab
Palayad,Kerala,11.55051,75.62887,18141,Asia/Kolkata,palayad kerala
Vettaikkaranpudur,Tamil Nadu,10.56207,76.91305,18128,Asia/Kolkata,vettaikkaranpudur tamil nadu
Pichor,Madhya Pradesh,25.17555,78.18863,18127,Asia/Kolkata,pichor madhya pradesh
Bakarwāla,Delhi,28.6678,77.02011,18122,Asia/Kolkata,bakarwāla delhi
Māchai,Karnataka,15.79261,74.48414,18073,Asia/Kolkata,māchai karnataka
Eruvādi,Tamil Nadu,8.44393,77.60441,18067,Asia/Kolkata,eruvādi tamil nadu
Namminikara,Kerala,10.43216,76.25418,18067,Asia/Kolkata,namminikara kerala
Thara,Goa,23.97345,71.81922,18060,Asia/Kolkata,thara goa
Jhalidā,West Bengal,23.36545,85.97643,18057,Asia/Kolkata,jhalidā west bengal
Aurangabad Cantonment,Maharashtra,19.87609,75.29161,18051,Asia/Kolkata,aurangabad cantonment maharashtra
Fatehgarh Chūriān,Punjab,31.86431,74.95665,18051,Asia/Kolkata,fatehgarh chūriān punjab
Kunnummal,Kerala,11.68325,75.71078,18031,Asia/Kolkata,kunnummal kerala
Kattur,Kerala,10.37315,76.16678,18017,Asia/Kolkata,kattur kerala
Vadamadurai,Tamil Nadu,10.44081,78.09784,18015,Asia/Kolkata,vadamadurai tamil nadu
Tirumala,Andhra Pradesh,13.68333,79.35,18013,Asia/Kolkata,tirumala andhra pradesh
Patiriyat,Kerala,11.84896,75.51473,18008,Asia/Kolkata,patiriyat kerala
Bhogpur,Punjab,31.55442,75.64271,18008,Asia/Kolkata,bhogpur punjab
Satyāmangala,Karnataka,13.01927,76.12434,18002,Asia/Kolkata,satyāmangala karnataka
Bhattiprolu,Andhra Pradesh,16.1026,80.78074,18001,Asia/Kolkata,bhattiprolu andhra pradesh
Barjala,Tripura,23.6182,91.35596,17998,Asia/Kolkata,barjala tripura
Nalloor,Tamil Nadu,8.30638,77.22398,17989,Asia/Kolkata,nalloor tamil nadu
Mahīshādal,West Bengal,22.18616,87.98072,17988,Asia/Kolkata,mahīshādal west bengal
Sir Muttra,Rajasthan,26.51501,77.37212,17988,Asia/Kolkata,sir muttra rajasthan
Dumjor,West Bengal,22.61993,88.24566,17972,Asia/Kolkata,dumjor west bengal
Jadcherla,Telangana,16.77381,78.13666,17958,Asia/Kolkata,jadcherla telangana
Noāmundi,Unknown,22.16094,85.50416,17954,Asia/Kolkata,noāmundi unknown
Barwala,Goa,22.21983,72.06755,17951,Asia/Kolkata,barwala goa
Narauli,Uttar Pradesh,28.48547,78.71484,17945,Asia/Kolkata,narauli uttar pradesh
Arukutti,Kerala,9.86667,76.35,17944,Asia/Kolkata,arukutti kerala
Nīlokheri,Gujarat,29.83671,76.93191,17938,Asia/Kolkata,nīlokheri gujarat
Nāteputa,Maharashtra,17.89895,74.75222,17930,Asia/Kolkata,nāteputa maharashtra
Honnāli,Karnataka,14.23976,75.64507,17928,Asia/Kolkata,honnāli karnataka
Titabor Town,Arunachal Pradesh,26.59185,94.19445,17920,Asia/Kolkata,titabor town arunachal pradesh
Samdari,Rajasthan,25.81299,72.57879,17915,Asia/Kolkata,samdari rajasthan
Saiyad-ul-ajaib,Delhi,28.51923,77.20352,17914,Asia/Kolkata,saiyad-ul-ajaib delhi
Pudunagaram,Kerala,10.68018,76.68363,17892,Asia/Kolkata,pudunagaram kerala
Bayad,Goa,23.2234,73.21491,17886,Asia/Kolkata,bayad goa
Vadlapūdi,Andhra Pradesh,14.31119,79.8043,17881,Asia/Kolkata,vadlapūdi andhra pradesh
Kanjari,Goa,22.61243,72.92107,17881,Asia/Kolkata,kanjari goa
Bhindār,Rajasthan,24.50235,74.18551,17878,Asia/Kolkata,bhindār rajasthan
Piranvādi,Karnataka,15.80202,74.48012,17874,Asia/Kolkata,piranvādi karnataka
V.S.K.Valasai (Dindigul-Dist.),Tamil Nadu,10.31549,78.15141,17865,Asia/Kolkata,v.s.k.valasai (dindigul-dist.) tamil nadu
Handiā,Uttar Pradesh,25.36379,82.18655,17861,Asia/Kolkata,handiā uttar pradesh
Avalēpalli,Tamil Nadu,12.77137,77.85941,17859,Asia/Kolkata,avalēpalli tamil nadu
Narasimhanaickenpalayam,Tamil Nadu,11.11732,76.93631,17858,Asia/Kolkata,narasimhanaickenpalayam tamil nadu
Adiyanuthu,Tamil Nadu,10.33075,77.98118,17851,Asia/Kolkata,adiyanuthu tamil nadu
Sarāi Mīr,Uttar Pradesh,26.02705,82.91843,17849,Asia/Kolkata,sarāi mīr uttar pradesh
Trāl,Jammu and Kashmir,33.92708,75.11585,17844,Asia/Kolkata,trāl jammu and kashmir
Akalkuva,Maharashtra,21.5543,74.01922,17840,Asia/Kolkata,akalkuva maharashtra
Bhīkhi,Punjab,30.05918,75.535,17825,Asia/Kolkata,bhīkhi punjab
Sīlappādi,Tamil Nadu,10.39397,78.00781,17824,Asia/Kolkata,sīlappādi tamil nadu
Kulattuppālaiyam,Tamil Nadu,10.76133,77.58425,17819,Asia/Kolkata,kulattuppālaiyam tamil nadu
Rāmachettipālaiyam,Tamil Nadu,10.95818,76.92013,17809,Asia/Kolkata,rāmachettipālaiyam tamil nadu
Bilgi,Karnataka,16.34714,75.61804,17792,Asia/Kolkata,bilgi karnataka
Nāgamangala,Karnataka,12.81939,76.75456,17776,Asia/Kolkata,nāgamangala karnataka
Shāhpur,Bihar,25.60293,84.40412,17767,Asia/Kolkata,shāhpur bihar
Dāmnagar,Goa,21.69232,71.51747,17766,Asia/Kolkata,dāmnagar goa
Manalur,Kerala,10.49285,76.10267,17757,Asia/Kolkata,manalur kerala
Ambaji,Goa,24.33174,72.84564,17753,Asia/Kolkata,ambaji goa
Kannod,Madhya Pradesh,22.66764,76.74286,17744,Asia/Kolkata,kannod madhya pradesh
Jagiroad,Arunachal Pradesh,26.12017,92.19772,17739,Asia/Kolkata,jagiroad arunachal pradesh
Patdi,Goa,23.19602,71.79171,17725,Asia/Kolkata,patdi goa
Mahudha,Goa,22.82082,72.94032,17722,Asia/Kolkata,mahudha goa
Chettināyakkanpatti,Tamil Nadu,10.39399,77.9754,17701,Asia/Kolkata,chettināyakkanpatti tamil nadu
Gotan,Rajasthan,26.65551,73.7371,17700,Asia/Kolkata,gotan rajasthan
Mangalam,Tamil Nadu,11.10052,77.27124,17699,Asia/Kolkata,mangalam tamil nadu
Peddanāyakkanpālaiyam,Tamil Nadu,11.65104,78.50872,17678,Asia/Kolkata,peddanāyakkanpālaiyam tamil nadu
Bhuwāna,Rajasthan,24.62143,73.70818,17665,Asia/Kolkata,bhuwāna rajasthan
Kothanallur,Tamil Nadu,8.27911,77.30958,17662,Asia/Kolkata,kothanallur tamil nadu
Bālugān,Odisha,19.73333,85.21667,17645,Asia/Kolkata,bālugān odisha
Kherli,Rajasthan,27.27359,76.98613,17634,Asia/Kolkata,kherli rajasthan
Rahimatpur,Maharashtra,17.5921,74.19966,17633,Asia/Kolkata,rahimatpur maharashtra
Nangavaram,Tamil Nadu,10.86924,78.53924,17629,Asia/Kolkata,nangavaram tamil nadu
Padmapur,Odisha,21,83.06667,17625,Asia/Kolkata,padmapur odisha
Pipili,Odisha,20.11357,85.83147,17623,Asia/Kolkata,pipili odisha
Vittal,Karnataka,12.76325,75.09896,17618,Asia/Kolkata,vittal karnataka
Koratti,Kerala,10.26597,76.34767,17618,Asia/Kolkata,koratti kerala
Shirhatti,Karnataka,15.23352,75.57996,17610,Asia/Kolkata,shirhatti karnataka
Devgarh,Rajasthan,25.52533,73.90812,17604,Asia/Kolkata,devgarh rajasthan
Bargi,Madhya Pradesh,22.99138,79.8755,17588,Asia/Kolkata,bargi madhya pradesh
Jarwal,Uttar Pradesh,27.1629,81.54179,17576,Asia/Kolkata,jarwal uttar pradesh
Nichlaul,Uttar Pradesh,27.31247,83.7253,17567,Asia/Kolkata,nichlaul uttar pradesh
Kānke,Unknown,23.43478,85.32059,17560,Asia/Kolkata,kānke unknown
Vazhapadi,Tamil Nadu,11.65541,78.40117,17559,Asia/Kolkata,vazhapadi tamil nadu
Achhībal,Jammu and Kashmir,33.68409,75.21835,17556,Asia/Kolkata,achhībal jammu and kashmir
Papanasam,Tamil Nadu,10.92687,79.27056,17548,Asia/Kolkata,papanasam tamil nadu
Raipur,Rajasthan,26.04259,74.02373,17537,Asia/Kolkata,raipur rajasthan
Tājpur,Uttar Pradesh,29.16242,78.48458,17529,Asia/Kolkata,tājpur uttar pradesh
Bānki,Odisha,20.37912,85.52953,17521,Asia/Kolkata,bānki odisha
Settiyārpatti,Tamil Nadu,9.3935,77.49348,17520,Asia/Kolkata,settiyārpatti tamil nadu
North Guwāhāti,Arunachal Pradesh,26.19749,91.7202,17516,Asia/Kolkata,north guwāhāti arunachal pradesh
Madhuban,Bihar,26.43864,85.13573,17510,Asia/Kolkata,madhuban bihar
Bānapur,Odisha,19.77889,85.17033,17499,Asia/Kolkata,bānapur odisha
Jatāra,Madhya Pradesh,25.00964,79.04869,17499,Asia/Kolkata,jatāra madhya pradesh
Palera,Madhya Pradesh,25.02013,79.22818,17493,Asia/Kolkata,palera madhya pradesh
Indri,Gujarat,29.87999,77.05972,17487,Asia/Kolkata,indri gujarat
Bodrī,Unknown,22.02346,82.11357,17481,Asia/Kolkata,bodrī unknown
Pennāgaram,Tamil Nadu,12.13433,77.89525,17480,Asia/Kolkata,pennāgaram tamil nadu
Kallūr Tekkumuri,Kerala,10.24009,76.32359,17480,Asia/Kolkata,kallūr tekkumuri kerala
Dharmapuram,Tamil Nadu,8.12027,77.38904,17476,Asia/Kolkata,dharmapuram tamil nadu
Depālpur,Madhya Pradesh,22.85095,75.54224,17474,Asia/Kolkata,depālpur madhya pradesh
Mūndwa,Rajasthan,27.0631,73.82304,17465,Asia/Kolkata,mūndwa rajasthan
Tādigadapa,Andhra Pradesh,16.47129,80.69695,17462,Asia/Kolkata,tādigadapa andhra pradesh
Auhammadpur Mājri,Delhi,28.72922,77.03827,17462,Asia/Kolkata,auhammadpur mājri delhi
Calangute,Goa,15.5439,73.7553,17446,Asia/Kolkata,calangute goa
Sarāi Ākil,Uttar Pradesh,25.3789,81.51035,17443,Asia/Kolkata,sarāi ākil uttar pradesh
Panoor,Kerala,11.75938,75.57835,17438,Asia/Kolkata,panoor kerala
Nīsang,Gujarat,29.69229,76.75464,17438,Asia/Kolkata,nīsang gujarat
Amet,Rajasthan,25.30609,73.9258,17434,Asia/Kolkata,amet rajasthan
Bareta,Punjab,29.86352,75.69644,17432,Asia/Kolkata,bareta punjab
Kavisuryanagar,Odisha,19.58148,84.76006,17430,Asia/Kolkata,kavisuryanagar odisha
Puthūr,Kerala,10.4874,76.27929,17430,Asia/Kolkata,puthūr kerala
Hāt Piplia,Madhya Pradesh,22.76948,76.29992,17419,Asia/Kolkata,hāt piplia madhya pradesh
Bhundsi,Gujarat,28.35051,77.06144,17410,Asia/Kolkata,bhundsi gujarat
Naregal,Karnataka,15.57316,75.80805,17403,Asia/Kolkata,naregal karnataka
Bermo,Unknown,23.78781,85.93526,17401,Asia/Kolkata,bermo unknown
Khongapani,Unknown,23.1912,82.16265,17400,Asia/Kolkata,khongapani unknown
Bagdogra,West Bengal,26.69929,88.31177,17372,Asia/Kolkata,bagdogra west bengal
Indergarh,Uttar Pradesh,26.93521,79.6712,17366,Asia/Kolkata,indergarh uttar pradesh
Lāsalgaon,Maharashtra,20.1427,74.23946,17360,Asia/Kolkata,lāsalgaon maharashtra
Phirangipuram,Andhra Pradesh,16.29078,80.26233,17335,Asia/Kolkata,phirangipuram andhra pradesh
Edakkazhiyūr,Kerala,10.62276,75.99651,17335,Asia/Kolkata,edakkazhiyūr kerala
Nārsala,Maharashtra,21.08973,79.13586,17330,Asia/Kolkata,nārsala maharashtra
Keezhkulam,Tamil Nadu,8.23073,77.18626,17327,Asia/Kolkata,keezhkulam tamil nadu
Jalalpore,Goa,20.94896,72.89829,17325,Asia/Kolkata,jalalpore goa
Chhala,Goa,23.30779,72.77404,17323,Asia/Kolkata,chhala goa
Sivagirippatti,Tamil Nadu,10.45015,77.53035,17306,Asia/Kolkata,sivagirippatti tamil nadu
Āthagarh,Odisha,20.51999,85.62965,17304,Asia/Kolkata,āthagarh odisha
Lakhnādon,Madhya Pradesh,22.60049,79.60094,17302,Asia/Kolkata,lakhnādon madhya pradesh
Takhatgarh,Rajasthan,25.32235,73.00487,17285,Asia/Kolkata,takhatgarh rajasthan
Talwandi Bhai,Punjab,30.85584,74.92979,17285,Asia/Kolkata,talwandi bhai punjab
Mūlki,Karnataka,13.09101,74.79353,17274,Asia/Kolkata,mūlki karnataka
Kāttatturai,Tamil Nadu,8.28486,77.27551,17271,Asia/Kolkata,kāttatturai tamil nadu
Bhānpurī,Unknown,21.0919,80.93218,17270,Asia/Kolkata,bhānpurī unknown
Kulasegaram,Tamil Nadu,8.36319,77.29777,17267,Asia/Kolkata,kulasegaram tamil nadu
Deori,Unknown,22.09901,82.2664,17265,Asia/Kolkata,deori unknown
Nilagiri,Odisha,21.46235,86.76794,17264,Asia/Kolkata,nilagiri odisha
Mannarai,Tamil Nadu,11.11723,77.37256,17261,Asia/Kolkata,mannarai tamil nadu
Jagalūr,Karnataka,14.51957,76.33915,17257,Asia/Kolkata,jagalūr karnataka
Bhikshāndārkovil,Tamil Nadu,10.88266,78.70456,17257,Asia/Kolkata,bhikshāndārkovil tamil nadu
Ajara,Maharashtra,16.11601,74.21097,17257,Asia/Kolkata,ajara maharashtra
Palangarai,Tamil Nadu,11.19782,77.30583,17248,Asia/Kolkata,palangarai tamil nadu
Virajpet,Karnataka,12.19644,75.80512,17246,Asia/Kolkata,virajpet karnataka
Nārnaund,Gujarat,29.22047,76.14278,17242,Asia/Kolkata,nārnaund gujarat
Pudūr,Tamil Nadu,11.436,77.67603,17240,Asia/Kolkata,pudūr tamil nadu
Bālugaon,Odisha,20.17838,85.11327,17238,Asia/Kolkata,bālugaon odisha
Irivēri,Kerala,11.85586,75.47362,17231,Asia/Kolkata,irivēri kerala
Bilthra,Uttar Pradesh,26.12705,83.89148,17228,Asia/Kolkata,bilthra uttar pradesh
Alnāvar,Karnataka,15.42727,74.74111,17228,Asia/Kolkata,alnāvar karnataka
Anaimalai,Tamil Nadu,10.58303,76.93441,17208,Asia/Kolkata,anaimalai tamil nadu
Guru Har Sahāi,Punjab,30.70862,74.40407,17192,Asia/Kolkata,guru har sahāi punjab
Tangla,Arunachal Pradesh,26.65693,91.91381,17183,Asia/Kolkata,tangla arunachal pradesh
Mendarda,Goa,21.32112,70.44078,17166,Asia/Kolkata,mendarda goa
Taleigao,Goa,15.46915,73.83285,17148,Asia/Kolkata,taleigao goa
Jāwad,Madhya Pradesh,24.59916,74.86261,17129,Asia/Kolkata,jāwad madhya pradesh
Uttarkāshi,Uttarakhand,30.72986,78.44342,17123,Asia/Kolkata,uttarkāshi uttarakhand
Basukinath,Unknown,24.39446,87.08643,17123,Asia/Kolkata,basukinath unknown
Ayyalur,Tamil Nadu,10.48185,78.15639,17100,Asia/Kolkata,ayyalur tamil nadu
Kolaccheri,Kerala,11.97634,75.41675,17095,Asia/Kolkata,kolaccheri kerala
Nāranammālpuram,Tamil Nadu,8.75985,77.73986,17094,Asia/Kolkata,nāranammālpuram tamil nadu
Shaktinagar,Karnataka,16.36491,77.35863,17088,Asia/Kolkata,shaktinagar karnataka
Chālakilakākara,Kerala,11.85404,75.43869,17088,Asia/Kolkata,chālakilakākara kerala
Amroli,Goa,21.25084,72.83878,17082,Asia/Kolkata,amroli goa
Chalāla,Goa,21.41073,71.16621,17081,Asia/Kolkata,chalāla goa
Samālka,Delhi,28.53499,77.09079,17076,Asia/Kolkata,samālka delhi
Mēppādam,Kerala,9.32416,76.4934,17067,Asia/Kolkata,mēppādam kerala
Madambakkam,Tamil Nadu,12.8525,80.04667,17058,Asia/Kolkata,madambakkam tamil nadu
Nongpoh,Meghalaya,25.9023,91.87694,17055,Asia/Kolkata,nongpoh meghalaya
Mahiari,West Bengal,22.58826,88.23544,17051,Asia/Kolkata,mahiari west bengal
Naraina,Rajasthan,26.79069,75.20608,17048,Asia/Kolkata,naraina rajasthan
Kokōtamangalam South,Kerala,9.67948,76.35889,17047,Asia/Kolkata,kokōtamangalam south kerala
Teonthar,Madhya Pradesh,24.98207,81.64194,17039,Asia/Kolkata,teonthar madhya pradesh
Jigani,Karnataka,12.78612,77.63855,17036,Asia/Kolkata,jigani karnataka
Nayāgarh,Odisha,20.12882,85.09626,17030,Asia/Kolkata,nayāgarh odisha
Kusum Pur,Delhi,28.55472,77.1573,17028,Asia/Kolkata,kusum pur delhi
Eravattūr,Kerala,11.58006,75.73841,17016,Asia/Kolkata,eravattūr kerala
Maghar,Uttar Pradesh,26.75586,83.12773,17011,Asia/Kolkata,maghar uttar pradesh
Varam,Kerala,11.89959,75.41323,17008,Asia/Kolkata,varam kerala
Ongallur-I,Kerala,10.80268,76.21855,16998,Asia/Kolkata,ongallur-i kerala
Bicholim,Goa,15.59319,73.94571,16986,Asia/Kolkata,bicholim goa
Hukumpeta,Andhra Pradesh,16.98874,81.8017,16985,Asia/Kolkata,hukumpeta andhra pradesh
Valvachatottam,Tamil Nadu,8.28031,77.25612,16965,Asia/Kolkata,valvachatottam tamil nadu
Bijaipur,Madhya Pradesh,26.05052,77.37138,16964,Asia/Kolkata,bijaipur madhya pradesh
Garhshankar,Punjab,31.21537,76.14149,16955,Asia/Kolkata,garhshankar punjab
Dirba,Punjab,30.07222,75.99607,16952,Asia/Kolkata,dirba punjab
Rānpur,Goa,22.35161,71.71179,16944,Asia/Kolkata,rānpur goa
Dukli,Tripura,23.7984,91.29642,16941,Asia/Kolkata,dukli tripura
Manjhanpur,Uttar Pradesh,25.53046,81.37566,16939,Asia/Kolkata,manjhanpur uttar pradesh
Mihona,Madhya Pradesh,26.28373,78.98048,16935,Asia/Kolkata,mihona madhya pradesh
Gothara,Rajasthan,28.0662,75.81772,16933,Asia/Kolkata,gothara rajasthan
Mākum,Arunachal Pradesh,27.48652,95.43646,16923,Asia/Kolkata,mākum arunachal pradesh
Kalghatgi,Karnataka,15.18315,74.97099,16917,Asia/Kolkata,kalghatgi karnataka
Tanakpur,Uttarakhand,29.074,80.11139,16905,Asia/Kolkata,tanakpur uttarakhand
Eruvatti,Kerala,11.80621,75.53023,16905,Asia/Kolkata,eruvatti kerala
Merta Road,Rajasthan,26.72269,73.91762,16905,Asia/Kolkata,merta road rajasthan
Undera,Goa,22.34835,73.13313,16902,Asia/Kolkata,undera goa
Khed,Maharashtra,17.71888,73.39693,16892,Asia/Kolkata,khed maharashtra
Sultanpur,Punjab,31.21468,75.19602,16877,Asia/Kolkata,sultanpur punjab
Kutiyāna,Goa,21.6241,69.98494,16877,Asia/Kolkata,kutiyāna goa
Ahor,Rajasthan,25.3687,72.78038,16867,Asia/Kolkata,ahor rajasthan
Sirālkoppa,Karnataka,14.3807,75.25007,16864,Asia/Kolkata,sirālkoppa karnataka
Sithurajapuram,Tamil Nadu,9.42137,77.78732,16860,Asia/Kolkata,sithurajapuram tamil nadu
Vandalūr,Tamil Nadu,12.8924,80.08079,16852,Asia/Kolkata,vandalūr tamil nadu
Moreh,Manipur,24.2508,94.30073,16847,Asia/Kolkata,moreh manipur
Chelamartam,Kerala,10.13711,76.45696,16844,Asia/Kolkata,chelamartam kerala
Challapalle,Andhra Pradesh,16.11756,80.93139,16841,Asia/Kolkata,challapalle andhra pradesh
Konārka,Odisha,19.89021,86.09761,16834,Asia/Kolkata,konārka odisha
Gandevi,Goa,20.81214,72.99811,16827,Asia/Kolkata,gandevi goa
Āchāripallam Vāniyakudi,Tamil Nadu,8.17428,77.38486,16822,Asia/Kolkata,āchāripallam vāniyakudi tamil nadu
Peralassery,Kerala,11.83223,75.48252,16821,Asia/Kolkata,peralassery kerala
Bara Uchāna,Gujarat,29.46747,76.17798,16815,Asia/Kolkata,bara uchāna gujarat
Kāmākhyānagar,Odisha,20.93385,85.54489,16810,Asia/Kolkata,kāmākhyānagar odisha
Arkalgūd,Karnataka,12.76171,76.06035,16810,Asia/Kolkata,arkalgūd karnataka
Budhni,Madhya Pradesh,22.78659,77.68109,16808,Asia/Kolkata,budhni madhya pradesh
Pinarāyi,Kerala,11.8049,75.481,16801,Asia/Kolkata,pinarāyi kerala
Pāchchal,Tamil Nadu,12.51115,78.55524,16789,Asia/Kolkata,pāchchal tamil nadu
Navalpattu,Tamil Nadu,10.75051,78.77626,16788,Asia/Kolkata,navalpattu tamil nadu
Vathirairuppu,Tamil Nadu,9.63528,77.63889,16784,Asia/Kolkata,vathirairuppu tamil nadu
Bāwal,Gujarat,28.07184,76.58312,16776,Asia/Kolkata,bāwal gujarat
Hanumana,Madhya Pradesh,24.77888,82.096,16771,Asia/Kolkata,hanumana madhya pradesh
Porathissery,Kerala,10.37638,76.20149,16768,Asia/Kolkata,porathissery kerala
Vallam,Tamil Nadu,10.71988,79.05981,16758,Asia/Kolkata,vallam tamil nadu
Āmta,West Bengal,22.58344,88.01039,16753,Asia/Kolkata,āmta west bengal
Vāda,Maharashtra,19.65347,73.14811,16750,Asia/Kolkata,vāda maharashtra
Kadod,Goa,21.21717,73.21972,16747,Asia/Kolkata,kadod goa
Valavanur,Tamil Nadu,11.92094,79.58239,16745,Asia/Kolkata,valavanur tamil nadu
Khapat,Goa,21.65414,69.61259,16744,Asia/Kolkata,khapat goa
Bābai,Madhya Pradesh,22.70256,77.93494,16741,Asia/Kolkata,bābai madhya pradesh
Andada,Goa,21.65588,73.02151,16730,Asia/Kolkata,andada goa
Beri Khās,Gujarat,28.70146,76.57708,16727,Asia/Kolkata,beri khās gujarat
Dera Māndi,Delhi,28.43597,77.17601,16725,Asia/Kolkata,dera māndi delhi
Chanaje,Maharashtra,18.86131,72.95257,16714,Asia/Kolkata,chanaje maharashtra
Sāmbūrvadakara,Tamil Nadu,8.99856,77.38763,16709,Asia/Kolkata,sāmbūrvadakara tamil nadu
Thorapadi,Tamil Nadu,12.89154,79.12381,16700,Asia/Kolkata,thorapadi tamil nadu
Karingal,Tamil Nadu,8.23634,77.24256,16691,Asia/Kolkata,karingal tamil nadu
Nal Khera,Madhya Pradesh,23.83602,76.24316,16690,Asia/Kolkata,nal khera madhya pradesh
Piriyāpatna,Karnataka,12.33497,76.10073,16685,Asia/Kolkata,piriyāpatna karnataka
Nohsa,Bihar,25.56528,85.05599,16680,Asia/Kolkata,nohsa bihar
Phaphūnd,Uttar Pradesh,26.59888,79.46437,16675,Asia/Kolkata,phaphūnd uttar pradesh
Sarangpore,Goa,21.63585,73.04752,16671,Asia/Kolkata,sarangpore goa
Babrāla,Uttar Pradesh,28.26419,78.4056,16670,Asia/Kolkata,babrāla uttar pradesh
Vīrnūr,Tamil Nadu,11.84433,77.8473,16665,Asia/Kolkata,vīrnūr tamil nadu
Ajaigarh,Madhya Pradesh,24.89879,80.25921,16656,Asia/Kolkata,ajaigarh madhya pradesh
Baihar,Madhya Pradesh,22.10133,80.54967,16650,Asia/Kolkata,baihar madhya pradesh
Malīhābād,Uttar Pradesh,26.92223,80.71078,16649,Asia/Kolkata,malīhābād uttar pradesh
Jhūsi,Uttar Pradesh,25.43745,81.9055,16642,Asia/Kolkata,jhūsi uttar pradesh
Trajpar,Goa,22.81567,70.86653,16637,Asia/Kolkata,trajpar goa
Pudusseri,Kerala,10.75824,76.78594,16629,Asia/Kolkata,pudusseri kerala
Pattamadai,Tamil Nadu,8.67258,77.58447,16625,Asia/Kolkata,pattamadai tamil nadu
Cuncolim,Goa,15.1773,73.99392,16623,Asia/Kolkata,cuncolim goa
Pathalgaon,Unknown,22.55656,83.46355,16613,Asia/Kolkata,pathalgaon unknown
Āsind,Rajasthan,25.7342,74.33278,16611,Asia/Kolkata,āsind rajasthan
Baliguda,Odisha,20.19966,83.90938,16611,Asia/Kolkata,baliguda odisha
Vāghodia,Goa,22.30505,73.40016,16604,Asia/Kolkata,vāghodia goa
Nazareth,Tamil Nadu,8.56102,77.97214,16584,Asia/Kolkata,nazareth tamil nadu
Samurou,Manipur,24.70095,93.90332,16582,Asia/Kolkata,samurou manipur
Madhuban,Tripura,23.78152,91.28579,16579,Asia/Kolkata,madhuban tripura
Lālpettai,Tamil Nadu,11.30088,79.55612,16561,Asia/Kolkata,lālpettai tamil nadu
Sālūmbar,Rajasthan,24.13524,74.04442,16557,Asia/Kolkata,sālūmbar rajasthan
Sonkach,Madhya Pradesh,22.97166,76.34667,16545,Asia/Kolkata,sonkach madhya pradesh
Jāmbai,Tamil Nadu,11.46775,77.64339,16522,Asia/Kolkata,jāmbai tamil nadu
Chāndāmeta,Madhya Pradesh,22.19093,78.73032,16497,Asia/Kolkata,chāndāmeta madhya pradesh
Khātra,West Bengal,22.97617,86.85462,16484,Asia/Kolkata,khātra west bengal
Gorāya,Punjab,31.12411,75.7724,16462,Asia/Kolkata,gorāya punjab
Sundakkāmpālaiyam,Tamil Nadu,10.56659,77.21354,16459,Asia/Kolkata,sundakkāmpālaiyam tamil nadu
Sindkhed Raja,Maharashtra,19.95363,76.12637,16434,Asia/Kolkata,sindkhed raja maharashtra
Susner,Madhya Pradesh,23.94667,76.08825,16432,Asia/Kolkata,susner madhya pradesh
Bharwāri,Uttar Pradesh,25.56078,81.49164,16411,Asia/Kolkata,bharwāri uttar pradesh
Chendrappini,Kerala,10.35552,76.1282,16404,Asia/Kolkata,chendrappini kerala
