name,state,latitude,longitude,population,timezone,search_name
Utraula,Uttar Pradesh,27.31933,82.41872,28437,Asia/Kolkata,utraula uttar pradesh
Baikunthpur,Unknown,23.26206,82.56051,28431,Asia/Kolkata,baikunthpur unknown
Jowai,Meghalaya,25.43596,92.19132,28430,Asia/Kolkata,jowai meghalaya
Ochira,Kerala,9.13478,76.51169,28412,Asia/Kolkata,ochira kerala
Rāpar,Goa,23.57267,70.64718,28407,Asia/Kolkata,rāpar goa
Jammu Cantonment,Jammu and Kashmir,32.70438,74.86114,28396,Asia/Kolkata,jammu cantonment jammu and kashmir
Bānswāda,Telangana,18.37725,77.88007,28384,Asia/Kolkata,bānswāda telangana
Hosadurga,Karnataka,13.79631,76.28408,28370,Asia/Kolkata,hosadurga karnataka
Ramanayyapeta,Andhra Pradesh,16.94516,82.2385,28369,Asia/Kolkata,ramanayyapeta andhra pradesh
Mīnjūr,Tamil Nadu,13.27951,80.25815,28337,Asia/Kolkata,mīnjūr tamil nadu
Sonāmukhi,West Bengal,23.30521,87.41336,28334,Asia/Kolkata,sonāmukhi west bengal
Kukshi,Madhya Pradesh,22.20677,74.75788,28331,Asia/Kolkata,kukshi madhya pradesh
Kansad,Goa,21.07466,72.87888,28327,Asia/Kolkata,kansad goa
Kālāvad,Goa,22.20789,70.38343,28314,Asia/Kolkata,kālāvad goa
Jashpur Nagar,Unknown,22.88783,84.13864,28301,Asia/Kolkata,jashpur nagar unknown
Māvelikara,Kerala,9.25929,76.55642,28300,Asia/Kolkata,māvelikara kerala
Dhanaura,Uttar Pradesh,28.95912,78.25629,28285,Asia/Kolkata,dhanaura uttar pradesh
Jalgaon Jamod,Maharashtra,21.05194,76.53464,28276,Asia/Kolkata,jalgaon jamod maharashtra
Pallipuram,Kerala,9.75502,76.35724,28276,Asia/Kolkata,pallipuram kerala
Sujānpur,Punjab,32.31625,75.60741,28270,Asia/Kolkata,sujānpur punjab
Annigeri,Karnataka,15.42513,75.4335,28267,Asia/Kolkata,annigeri karnataka
Piravam,Kerala,9.86667,76.5,28254,Asia/Kolkata,piravam kerala
Ganderbal,Jammu and Kashmir,34.22619,74.77478,28233,Asia/Kolkata,ganderbal jammu and kashmir
Uliyazhathura,Kerala,8.58165,76.92242,28230,Asia/Kolkata,uliyazhathura kerala
Mandi,Haryana,31.71194,76.93273,28217,Asia/Kolkata,mandi haryana
Atholi,Kerala,11.38853,75.7597,28213,Asia/Kolkata,atholi kerala
Shiggaon,Karnataka,14.99053,75.22499,28207,Asia/Kolkata,shiggaon karnataka
Pandua,West Bengal,23.07492,88.28637,28205,Asia/Kolkata,pandua west bengal
Pūnch,Jammu and Kashmir,33.77033,74.09254,28197,Asia/Kolkata,pūnch jammu and kashmir
Kottaikādu,Tamil Nadu,12.25556,79.98226,28172,Asia/Kolkata,kottaikādu tamil nadu
Hāngal,Karnataka,14.76465,75.1246,28159,Asia/Kolkata,hāngal karnataka
Jhadeshwar,Goa,21.71361,73.03231,28148,Asia/Kolkata,jhadeshwar goa
Polūr,Tamil Nadu,12.51217,79.12405,28123,Asia/Kolkata,polūr tamil nadu
Sheohar,Bihar,26.51393,85.29341,28116,Asia/Kolkata,sheohar bihar
Perumbavoor,Kerala,10.10695,76.47366,28110,Asia/Kolkata,perumbavoor kerala
Gundlupēt,Karnataka,11.81004,76.69027,28105,Asia/Kolkata,gundlupēt karnataka
Sachīn,Goa,21.08718,72.88153,28102,Asia/Kolkata,sachīn goa
Koynanagar,Maharashtra,17.4,73.76667,28091,Asia/Kolkata,koynanagar maharashtra
Gotegaon,Madhya Pradesh,23.02888,79.48233,28074,Asia/Kolkata,gotegaon madhya pradesh
Kalwākurti,Telangana,16.66396,78.49143,28060,Asia/Kolkata,kalwākurti telangana
Sheoganj,Rajasthan,25.13915,73.06784,28053,Asia/Kolkata,sheoganj rajasthan
Devanahalli,Karnataka,13.24655,77.71183,28051,Asia/Kolkata,devanahalli karnataka
Āron,Madhya Pradesh,24.38109,77.41739,28010,Asia/Kolkata,āron madhya pradesh
Hadagalli,Karnataka,15.02048,75.93185,27967,Asia/Kolkata,hadagalli karnataka
Patran,Punjab,29.9577,76.0486,27963,Asia/Kolkata,patran punjab
Tharād,Goa,24.39597,71.62577,27954,Asia/Kolkata,tharād goa
Panāgar,Madhya Pradesh,23.28539,79.99509,27932,Asia/Kolkata,panāgar madhya pradesh
Dāsna,Uttar Pradesh,28.67736,77.52252,27926,Asia/Kolkata,dāsna uttar pradesh
Kulittalai,Tamil Nadu,10.93487,78.41251,27910,Asia/Kolkata,kulittalai tamil nadu
Sulur,Tamil Nadu,11.02427,77.12565,27909,Asia/Kolkata,sulur tamil nadu
Rangia,Arunachal Pradesh,26.44931,91.61356,27889,Asia/Kolkata,rangia arunachal pradesh
Bāmor Kalān,Madhya Pradesh,24.89298,78.15105,27860,Asia/Kolkata,bāmor kalān madhya pradesh
Umargām,Goa,20.19718,72.75035,27859,Asia/Kolkata,umargām goa
Nalbāri,Arunachal Pradesh,26.43937,91.44041,27839,Asia/Kolkata,nalbāri arunachal pradesh
Pallikunnu,Kerala,11.88993,75.35652,27820,Asia/Kolkata,pallikunnu kerala
Trittāla,Kerala,10.80303,76.12885,27796,Asia/Kolkata,trittāla kerala
Vadnagar,Goa,23.78593,72.63893,27790,Asia/Kolkata,vadnagar goa
Jaswantnagar,Uttar Pradesh,26.88271,78.90256,27777,Asia/Kolkata,jaswantnagar uttar pradesh
Afzalgarh,Uttar Pradesh,29.3937,78.67393,27753,Asia/Kolkata,afzalgarh uttar pradesh
Gangāpur,Maharashtra,19.69718,75.01045,27745,Asia/Kolkata,gangāpur maharashtra
Mahna,Punjab,30.22798,74.99365,27733,Asia/Kolkata,mahna punjab
Rāipur,Uttarakhand,30.31097,78.08979,27702,Asia/Kolkata,rāipur uttarakhand
Mathur,Tamil Nadu,13.17097,80.24759,27674,Asia/Kolkata,mathur tamil nadu
Tehri,Uttarakhand,30.39086,78.4803,27611,Asia/Kolkata,tehri uttarakhand
Māgadi,Karnataka,12.95706,77.22374,27605,Asia/Kolkata,māgadi karnataka
Pūvātūparamba,Kerala,11.271,75.88945,27598,Asia/Kolkata,pūvātūparamba kerala
Bāspalli,Telangana,17.53909,78.36355,27563,Asia/Kolkata,bāspalli telangana
Mahād,Maharashtra,18.08333,73.41667,27536,Asia/Kolkata,mahād maharashtra
Ezhupunna,Kerala,9.8211,76.29982,27528,Asia/Kolkata,ezhupunna kerala
Sānkrāil,West Bengal,22.54997,88.22515,27523,Asia/Kolkata,sānkrāil west bengal
Wārāseonī,Madhya Pradesh,21.76184,80.04301,27494,Asia/Kolkata,wārāseonī madhya pradesh
Beldānga,West Bengal,23.93428,88.26018,27489,Asia/Kolkata,beldānga west bengal
Jilādiguda,Telangana,17.332,78.52553,27461,Asia/Kolkata,jilādiguda telangana
Sausar,Madhya Pradesh,21.65576,78.79669,27459,Asia/Kolkata,sausar madhya pradesh
Moothakunnam,Kerala,10.18995,76.20079,27458,Asia/Kolkata,moothakunnam kerala
Pathirappally,Kerala,9.53539,76.32205,27445,Asia/Kolkata,pathirappally kerala
Hadgāon,Maharashtra,19.49552,77.65863,27433,Asia/Kolkata,hadgāon maharashtra
Chandrapura,Unknown,23.74877,86.11955,27425,Asia/Kolkata,chandrapura unknown
Rājaldesar,Rajasthan,28.02849,74.47442,27419,Asia/Kolkata,rājaldesar rajasthan
Pachor,Madhya Pradesh,23.70982,76.73387,27396,Asia/Kolkata,pachor madhya pradesh
Sādri,Rajasthan,25.18555,73.45288,27390,Asia/Kolkata,sādri rajasthan
Mīrānpur,Uttar Pradesh,29.29026,77.94939,27390,Asia/Kolkata,mīrānpur uttar pradesh
Azhoor,Kerala,8.64415,76.79897,27390,Asia/Kolkata,azhoor kerala
Kullattūr,Tamil Nadu,12.94194,80.19472,27374,Asia/Kolkata,kullattūr tamil nadu
Balussheri,Kerala,11.44738,75.82944,27363,Asia/Kolkata,balussheri kerala
Kālānwāli,Gujarat,29.83573,74.9717,27355,Asia/Kolkata,kālānwāli gujarat
Kadodara,Goa,21.1616,72.9623,27336,Asia/Kolkata,kadodara goa
Chakapara,West Bengal,22.63222,88.34861,27320,Asia/Kolkata,chakapara west bengal
Nanminda,Kerala,11.42325,75.82308,27316,Asia/Kolkata,nanminda kerala
Nokha,Bihar,25.10479,84.1162,27302,Asia/Kolkata,nokha bihar
Kattumannarkoil,Tamil Nadu,11.27631,79.55784,27294,Asia/Kolkata,kattumannarkoil tamil nadu
Kalamb,Maharashtra,19.04437,73.95554,27287,Asia/Kolkata,kalamb maharashtra
Āndippatti,Tamil Nadu,9.99797,77.62097,27287,Asia/Kolkata,āndippatti tamil nadu
Arumuganeri,Tamil Nadu,8.5688,78.09091,27266,Asia/Kolkata,arumuganeri tamil nadu
Elamanchili,Andhra Pradesh,17.54907,82.85749,27265,Asia/Kolkata,elamanchili andhra pradesh
Adichānallūr,Kerala,8.88049,76.71558,27240,Asia/Kolkata,adichānallūr kerala
Laitumkhrah,Meghalaya,25.57067,91.89771,27219,Asia/Kolkata,laitumkhrah meghalaya
Gulābpura,Rajasthan,25.90448,74.66025,27215,Asia/Kolkata,gulābpura rajasthan
Pāthardi,Maharashtra,19.17279,75.17425,27211,Asia/Kolkata,pāthardi maharashtra
Kundarkhi,Uttar Pradesh,28.68304,78.78559,27197,Asia/Kolkata,kundarkhi uttar pradesh
Ukhrul,Manipur,25.11957,94.36417,27187,Asia/Kolkata,ukhrul manipur
Gadhinglaj,Maharashtra,16.22291,74.3501,27185,Asia/Kolkata,gadhinglaj maharashtra
Bilgrām,Uttar Pradesh,27.17509,80.03201,27173,Asia/Kolkata,bilgrām uttar pradesh
Ali,Delhi,28.5161,77.30993,27169,Asia/Kolkata,ali delhi
Jāfarābād,Goa,20.86611,71.36606,27167,Asia/Kolkata,jāfarābād goa
Bhelai,Unknown,22.3093,82.60953,27158,Asia/Kolkata,bhelai unknown
Bidhūna,Uttar Pradesh,26.80172,79.50829,27158,Asia/Kolkata,bidhūna uttar pradesh
Ayakudi,Tamil Nadu,10.44992,77.55198,27156,Asia/Kolkata,ayakudi tamil nadu
Vettanād,Kerala,8.60587,76.94235,27140,Asia/Kolkata,vettanād kerala
Āsandh,Gujarat,29.52119,76.60552,27125,Asia/Kolkata,āsandh gujarat
Perumpāvūr,Kerala,10.11544,76.47611,27105,Asia/Kolkata,perumpāvūr kerala
Chanpatia,Bihar,26.94442,84.5377,27095,Asia/Kolkata,chanpatia bihar
Afzalpur,Karnataka,17.19986,76.36018,27088,Asia/Kolkata,afzalpur karnataka
Gobindpur,Unknown,22.63393,86.07162,27066,Asia/Kolkata,gobindpur unknown
Tikkotti,Kerala,11.48333,75.61667,27051,Asia/Kolkata,tikkotti kerala
Gingee,Tamil Nadu,12.25282,79.41727,27045,Asia/Kolkata,gingee tamil nadu
Rāver,Maharashtra,21.24757,76.03509,27039,Asia/Kolkata,rāver maharashtra
Bāgepalli,Karnataka,13.78338,77.79667,27011,Asia/Kolkata,bāgepalli karnataka
Kotdwāra,Uttarakhand,29.74612,78.52219,27009,Asia/Kolkata,kotdwāra uttarakhand
Payakaraopeta,Andhra Pradesh,17.36784,82.56826,27001,Asia/Kolkata,payakaraopeta andhra pradesh
Bhawanipur,Bihar,26.45352,87.02744,27000,Asia/Kolkata,bhawanipur bihar
Elamkunnapuzha,Kerala,10.02674,76.22229,26997,Asia/Kolkata,elamkunnapuzha kerala
Ettumanoor,Kerala,9.67,76.57,26993,Asia/Kolkata,ettumanoor kerala
Lātehār,Unknown,23.74423,84.49984,26981,Asia/Kolkata,lātehār unknown
Chengam,Tamil Nadu,12.30889,78.79137,26980,Asia/Kolkata,chengam tamil nadu
Kumārapuram,Kerala,9.27078,76.43257,26943,Asia/Kolkata,kumārapuram kerala
Margherita,Arunachal Pradesh,27.28482,95.66796,26914,Asia/Kolkata,margherita arunachal pradesh
Kulasēkarapuram,Kerala,9.0912,76.53034,26907,Asia/Kolkata,kulasēkarapuram kerala
Sāmba,Jammu and Kashmir,32.56245,75.11993,26893,Asia/Kolkata,sāmba jammu and kashmir
Pirthīpur,Madhya Pradesh,25.20837,78.75158,26883,Asia/Kolkata,pirthīpur madhya pradesh
Vepagunta,Andhra Pradesh,17.77844,83.21577,26881,Asia/Kolkata,vepagunta andhra pradesh
Vadipatti,Tamil Nadu,10.08481,77.96113,26830,Asia/Kolkata,vadipatti tamil nadu
Shenkottai,Tamil Nadu,8.97741,77.24633,26823,Asia/Kolkata,shenkottai tamil nadu
Edacchēri,Kerala,11.68178,75.6248,26819,Asia/Kolkata,edacchēri kerala
Banmankhi,Bihar,25.88857,87.19421,26806,Asia/Kolkata,banmankhi bihar
Srīnivāspur,Karnataka,13.33914,78.21175,26793,Asia/Kolkata,srīnivāspur karnataka
Palavakkam,Tamil Nadu,12.9535,80.2572,26766,Asia/Kolkata,palavakkam tamil nadu
Chāndur,Maharashtra,19.73444,79.17167,26755,Asia/Kolkata,chāndur maharashtra
Indāpur,Maharashtra,18.3,73.25,26752,Asia/Kolkata,indāpur maharashtra
Varappuzha,Kerala,10.07589,76.27152,26750,Asia/Kolkata,varappuzha kerala
Kemrī,Uttar Pradesh,28.80673,79.2048,26726,Asia/Kolkata,kemrī uttar pradesh
Alattūr,Kerala,10.65,76.53333,26720,Asia/Kolkata,alattūr kerala
Bela,Bihar,25.55707,84.43078,26707,Asia/Kolkata,bela bihar
Krishnāpuram,Kerala,9.15212,76.52338,26705,Asia/Kolkata,krishnāpuram kerala
Kartārpur,Punjab,31.44268,75.49847,26701,Asia/Kolkata,kartārpur punjab
Māmidālapādu,Andhra Pradesh,15.85409,78.01481,26694,Asia/Kolkata,māmidālapādu andhra pradesh
Karhal,Uttar Pradesh,27.00089,78.93935,26693,Asia/Kolkata,karhal uttar pradesh
Lar,Uttar Pradesh,26.20394,83.96906,26688,Asia/Kolkata,lar uttar pradesh
Kūdligi,Karnataka,14.905,76.38527,26680,Asia/Kolkata,kūdligi karnataka
Alīganj,Uttar Pradesh,27.49358,79.17127,26652,Asia/Kolkata,alīganj uttar pradesh
Baloda Bāzār,Unknown,21.65678,82.16062,26632,Asia/Kolkata,baloda bāzār unknown
Manihāri,Bihar,25.33891,87.61998,26629,Asia/Kolkata,manihāri bihar
Kottur,Tamil Nadu,10.53646,76.98034,26627,Asia/Kolkata,kottur tamil nadu
Faizpur,Maharashtra,21.16766,75.86006,26602,Asia/Kolkata,faizpur maharashtra
Manāsa,Madhya Pradesh,24.47764,75.14095,26551,Asia/Kolkata,manāsa madhya pradesh
Sankarapatti,Tamil Nadu,10.0477,78.74719,26536,Asia/Kolkata,sankarapatti tamil nadu
Songadh,Goa,21.16966,73.56357,26515,Asia/Kolkata,songadh goa
Pauri,Uttarakhand,30.15286,78.7771,26514,Asia/Kolkata,pauri uttarakhand
Shāhganj,Uttar Pradesh,26.04965,82.68423,26510,Asia/Kolkata,shāhganj uttar pradesh
Dhrol,Goa,22.567,70.41769,26496,Asia/Kolkata,dhrol goa
Pallippatti,Tamil Nadu,11.9399,78.40161,26492,Asia/Kolkata,pallippatti tamil nadu
Barwāh,Madhya Pradesh,22.25394,76.03853,26459,Asia/Kolkata,barwāh madhya pradesh
Mauganj,Madhya Pradesh,24.66721,81.87339,26420,Asia/Kolkata,mauganj madhya pradesh
Bablāi,Gujarat,30.35729,76.879,26412,Asia/Kolkata,bablāi gujarat
Terdāl,Karnataka,16.49379,75.04667,26411,Asia/Kolkata,terdāl karnataka
Nādbai,Rajasthan,27.22288,77.19569,26411,Asia/Kolkata,nādbai rajasthan
Kallidaikurichi,Tamil Nadu,8.68591,77.46592,26398,Asia/Kolkata,kallidaikurichi tamil nadu
Taloda,Maharashtra,21.56128,74.21238,26363,Asia/Kolkata,taloda maharashtra
Murugampālaiyam,Tamil Nadu,11.08063,77.32381,26349,Asia/Kolkata,murugampālaiyam tamil nadu
Mon,Nagaland,26.73583,95.05841,26328,Asia/Kolkata,mon nagaland
Kheri,Uttar Pradesh,27.90354,80.79754,26327,Asia/Kolkata,kheri uttar pradesh
Bilsi,Uttar Pradesh,28.12941,78.9109,26320,Asia/Kolkata,bilsi uttar pradesh
Basi,Punjab,30.58813,76.84498,26295,Asia/Kolkata,basi punjab
Āyanchēri,Kerala,11.62609,75.67427,26293,Asia/Kolkata,āyanchēri kerala
Kottūru,Karnataka,14.82442,76.22005,26289,Asia/Kolkata,kottūru karnataka
Anjad,Madhya Pradesh,22.04171,75.05519,26289,Asia/Kolkata,anjad madhya pradesh
Chinnalapatti,Tamil Nadu,10.28481,77.92332,26285,Asia/Kolkata,chinnalapatti tamil nadu
Narasannapeta,Andhra Pradesh,18.41428,84.04463,26280,Asia/Kolkata,narasannapeta andhra pradesh
Ongallur-II,Kerala,10.78974,76.21898,26273,Asia/Kolkata,ongallur-ii kerala
Aklera,Rajasthan,24.41288,76.56719,26240,Asia/Kolkata,aklera rajasthan
Mirganj,Bihar,26.37345,84.33489,26240,Asia/Kolkata,mirganj bihar
Tekkalakote,Karnataka,15.53444,76.87703,26224,Asia/Kolkata,tekkalakote karnataka
Mungaoli,Madhya Pradesh,24.40837,78.09588,26192,Asia/Kolkata,mungaoli madhya pradesh
Budhlāda,Punjab,29.92799,75.56205,26172,Asia/Kolkata,budhlāda punjab
Anuppānadi,Tamil Nadu,9.90396,78.14326,26158,Asia/Kolkata,anuppānadi tamil nadu
Reengus,Rajasthan,27.3636,75.56838,26139,Asia/Kolkata,reengus rajasthan
Sutrāpāra,Goa,20.84352,70.48318,26132,Asia/Kolkata,sutrāpāra goa
Kodoli,Maharashtra,17.67023,74.03469,26106,Asia/Kolkata,kodoli maharashtra
Phulera,Rajasthan,26.87401,75.24171,26091,Asia/Kolkata,phulera rajasthan
Renigunta,Andhra Pradesh,13.65143,79.51256,26031,Asia/Kolkata,renigunta andhra pradesh
Basi,Rajasthan,26.8315,76.04856,26029,Asia/Kolkata,basi rajasthan
Khoni,Maharashtra,19.31734,73.05973,26016,Asia/Kolkata,khoni maharashtra
Areraj,Bihar,26.5503,84.6801,26014,Asia/Kolkata,areraj bihar
Muttanampālaiyam,Tamil Nadu,11.08453,77.3969,26014,Asia/Kolkata,muttanampālaiyam tamil nadu
Junnar,Maharashtra,19.20815,73.8752,25997,Asia/Kolkata,junnar maharashtra
Mehsi,Bihar,26.35574,85.09251,25995,Asia/Kolkata,mehsi bihar
Edavai,Kerala,8.7645,76.68845,25994,Asia/Kolkata,edavai kerala
Mangaldai,Arunachal Pradesh,26.44212,92.03047,25989,Asia/Kolkata,mangaldai arunachal pradesh
Naduvannūr,Kerala,11.48772,75.77511,25979,Asia/Kolkata,naduvannūr kerala
Krishnarājpet,Karnataka,12.66621,76.4877,25946,Asia/Kolkata,krishnarājpet karnataka
Tirāwari,Gujarat,29.80147,76.92825,25944,Asia/Kolkata,tirāwari gujarat
Mannachanallur,Tamil Nadu,10.90988,78.69927,25931,Asia/Kolkata,mannachanallur tamil nadu
Periyanayakkanpalaiyam,Tamil Nadu,11.15255,76.95159,25930,Asia/Kolkata,periyanayakkanpalaiyam tamil nadu
Kuttikkāttūr,Kerala,11.26258,75.8796,25929,Asia/Kolkata,kuttikkāttūr kerala
Kālol,Goa,22.60777,73.46272,25929,Asia/Kolkata,kālol goa
Jaynagar Majilpur,West Bengal,22.1752,88.42008,25922,Asia/Kolkata,jaynagar majilpur west bengal
Kailāras,Madhya Pradesh,26.30498,77.616,25920,Asia/Kolkata,kailāras madhya pradesh
Chīpurupalle,Andhra Pradesh,18.31142,83.56846,25898,Asia/Kolkata,chīpurupalle andhra pradesh
Iringal,Kerala,11.55929,75.61663,25894,Asia/Kolkata,iringal kerala
Jamjodhpur,Goa,21.90219,70.0357,25892,Asia/Kolkata,jamjodhpur goa
Chumukedima,Nagaland,25.82483,93.77592,25885,Asia/Kolkata,chumukedima nagaland
Thodiyoor,Kerala,9.07797,76.57772,25884,Asia/Kolkata,thodiyoor kerala
Jāmul,Unknown,21.25,81.4,25878,Asia/Kolkata,jāmul unknown
Nalhāti,West Bengal,24.29704,87.82899,25878,Asia/Kolkata,nalhāti west bengal
Kāladi,Kerala,10.81942,76.0064,25872,Asia/Kolkata,kāladi kerala
Muhamma,Kerala,9.60886,76.36083,25861,Asia/Kolkata,muhamma kerala
Ponmundam,Kerala,10.95356,75.9468,25855,Asia/Kolkata,ponmundam kerala
Mulamthuruthy,Kerala,9.90032,76.38701,25852,Asia/Kolkata,mulamthuruthy kerala
Gokarna,Karnataka,14.55,74.31667,25851,Asia/Kolkata,gokarna karnataka
Ganguwa,Gujarat,29.11343,75.69578,25847,Asia/Kolkata,ganguwa gujarat
Koregaon,Maharashtra,18.64573,74.05909,25846,Asia/Kolkata,koregaon maharashtra
Kāndla,Goa,23.03333,70.21667,25845,Asia/Kolkata,kāndla goa
Erannoli,Kerala,11.76913,75.51766,25818,Asia/Kolkata,erannoli kerala
Kārkala,Karnataka,13.21428,74.99234,25800,Asia/Kolkata,kārkala karnataka
Dārwha,Maharashtra,20.31017,77.77257,25791,Asia/Kolkata,dārwha maharashtra
Chhota Udepur,Goa,22.30401,74.0158,25787,Asia/Kolkata,chhota udepur goa
Avanigadda,Andhra Pradesh,16.02148,80.91808,25761,Asia/Kolkata,avanigadda andhra pradesh
Mussoorie,Uttarakhand,30.45498,78.07068,25753,Asia/Kolkata,mussoorie uttarakhand
Kuttippuram,Kerala,10.84246,76.03077,25750,Asia/Kolkata,kuttippuram kerala
Jaleshwar,Odisha,21.80176,87.2225,25747,Asia/Kolkata,jaleshwar odisha
Jais,Uttar Pradesh,26.2649,81.54855,25726,Asia/Kolkata,jais uttar pradesh
Kallam,Maharashtra,18.57506,76.02186,25713,Asia/Kolkata,kallam maharashtra
Pawāyan,Uttar Pradesh,28.06626,80.10305,25708,Asia/Kolkata,pawāyan uttar pradesh
Irugūr,Tamil Nadu,11.01782,77.06285,25691,Asia/Kolkata,irugūr tamil nadu
Jevargi,Karnataka,17.01394,76.77317,25686,Asia/Kolkata,jevargi karnataka
Mechcheri,Tamil Nadu,11.83412,77.94387,25676,Asia/Kolkata,mechcheri tamil nadu
Silao,Bihar,25.08358,85.42804,25674,Asia/Kolkata,silao bihar
Silapathar,Arunachal Pradesh,27.59441,94.72402,25662,Asia/Kolkata,silapathar arunachal pradesh
Khajuraho Group of Monuments,Madhya Pradesh,24.84809,79.93351,25662,Asia/Kolkata,khajuraho group of monuments madhya pradesh
Dākor,Goa,22.75268,73.14967,25658,Asia/Kolkata,dākor goa
Wadgaon,Maharashtra,16.83553,74.31338,25651,Asia/Kolkata,wadgaon maharashtra
Deori Khās,Madhya Pradesh,23.39017,79.0163,25632,Asia/Kolkata,deori khās madhya pradesh
Jandiāla,Punjab,31.1593,75.61755,25631,Asia/Kolkata,jandiāla punjab
Balakrishnapuram,Tamil Nadu,10.35909,78.00261,25627,Asia/Kolkata,balakrishnapuram tamil nadu
Panayāttur Vadakkumbhāgam,Kerala,8.95457,76.6185,25607,Asia/Kolkata,panayāttur vadakkumbhāgam kerala
Pāsighāt,Arunachal Pradesh,28.06631,95.32678,25581,Asia/Kolkata,pāsighāt arunachal pradesh
Kheda,Goa,22.75218,72.68533,25575,Asia/Kolkata,kheda goa
Nagar,Rajasthan,27.42397,77.09922,25572,Asia/Kolkata,nagar rajasthan
Viswanatham,Tamil Nadu,9.42952,77.80032,25555,Asia/Kolkata,viswanatham tamil nadu
Kamalāpuram,Karnataka,15.30442,76.47649,25552,Asia/Kolkata,kamalāpuram karnataka
Poranki,Andhra Pradesh,16.47771,80.70755,25545,Asia/Kolkata,poranki andhra pradesh
Parangipettai,Tamil Nadu,11.49117,79.76053,25541,Asia/Kolkata,parangipettai tamil nadu
Andipalayam,Tamil Nadu,11.09246,77.31225,25539,Asia/Kolkata,andipalayam tamil nadu
Kakkanad,Kerala,10.01636,76.34168,25531,Asia/Kolkata,kakkanad kerala
Adampur,Gujarat,29.28026,75.46818,25531,Asia/Kolkata,adampur gujarat
Talikkulam,Kerala,10.44036,76.09483,25507,Asia/Kolkata,talikkulam kerala
Colonelganj,Uttar Pradesh,27.13432,81.69868,25503,Asia/Kolkata,colonelganj uttar pradesh
Mehndāwal,Uttar Pradesh,26.97579,83.10995,25495,Asia/Kolkata,mehndāwal uttar pradesh
Koelwār,Bihar,25.58055,84.79751,25494,Asia/Kolkata,koelwār bihar
Harūr,Tamil Nadu,12.05267,78.48023,25469,Asia/Kolkata,harūr tamil nadu
Bannūr,Karnataka,12.33295,76.86201,25455,Asia/Kolkata,bannūr karnataka
Mūl,Maharashtra,20.06987,79.67826,25449,Asia/Kolkata,mūl maharashtra
Kuttampuzha,Kerala,10.15033,76.73544,25436,Asia/Kolkata,kuttampuzha kerala
Karuva,Kerala,8.95003,76.59861,25432,Asia/Kolkata,karuva kerala
Dorāha,Punjab,30.79953,76.02355,25424,Asia/Kolkata,dorāha punjab
Koothanallur,Tamil Nadu,10.7199,79.5157,25423,Asia/Kolkata,koothanallur tamil nadu
Khātegaon,Madhya Pradesh,22.59573,76.9133,25413,Asia/Kolkata,khātegaon madhya pradesh
Nīlēshwar,Kerala,12.25953,75.1352,25405,Asia/Kolkata,nīlēshwar kerala
Edaicode,Tamil Nadu,8.38251,77.19834,25378,Asia/Kolkata,edaicode tamil nadu
Kadakkavoor,Kerala,8.67921,76.76714,25362,Asia/Kolkata,kadakkavoor kerala
Haludbani,Unknown,22.75123,86.2099,25360,Asia/Kolkata,haludbani unknown
Chāndor,Maharashtra,20.3306,74.24467,25341,Asia/Kolkata,chāndor maharashtra
Sundarnagar,Haryana,31.53523,76.905,25338,Asia/Kolkata,sundarnagar haryana
Karungappalli,Kerala,9.10422,76.53701,25336,Asia/Kolkata,karungappalli kerala
Amarpur,Bihar,25.03967,86.90247,25336,Asia/Kolkata,amarpur bihar
Gadkhol,Goa,21.64381,73.01211,25332,Asia/Kolkata,gadkhol goa
Banganapalle,Andhra Pradesh,15.31771,78.22669,25325,Asia/Kolkata,banganapalle andhra pradesh
Anūpshahr,Uttar Pradesh,28.35748,78.26914,25306,Asia/Kolkata,anūpshahr uttar pradesh
Jalālābad,Uttar Pradesh,29.61853,77.43908,25302,Asia/Kolkata,jalālābad uttar pradesh
Chitaguppa,Karnataka,17.69737,77.21525,25298,Asia/Kolkata,chitaguppa karnataka
Bābra,Goa,21.84577,71.30544,25270,Asia/Kolkata,bābra goa
Kithor,Uttar Pradesh,28.86684,77.93861,25262,Asia/Kolkata,kithor uttar pradesh
Kallūr Vadakummuri,Kerala,10.25317,76.32815,25259,Asia/Kolkata,kallūr vadakummuri kerala
Machhlīshahr,Uttar Pradesh,25.68564,82.41106,25247,Asia/Kolkata,machhlīshahr uttar pradesh
Bagha Purana,Punjab,30.68809,75.09838,25206,Asia/Kolkata,bagha purana punjab
Bhānder,Madhya Pradesh,25.73581,78.74555,25204,Asia/Kolkata,bhānder madhya pradesh
Azhikkōd,Kerala,11.91985,75.33549,25195,Asia/Kolkata,azhikkōd kerala
Uttiramerūr,Tamil Nadu,12.61433,79.75748,25194,Asia/Kolkata,uttiramerūr tamil nadu
Dasūya,Punjab,31.81679,75.6531,25192,Asia/Kolkata,dasūya punjab
Gursarāi,Uttar Pradesh,25.61677,79.18053,25191,Asia/Kolkata,gursarāi uttar pradesh
Pāonta Sāhib,Haryana,30.43666,77.62462,25183,Asia/Kolkata,pāonta sāhib haryana
Tirorā,Maharashtra,21.40409,79.92617,25181,Asia/Kolkata,tirorā maharashtra
Rājgurunagar,Maharashtra,18.86667,73.9,25146,Asia/Kolkata,rājgurunagar maharashtra
Pottaneri Nallakavundanpatti,Tamil Nadu,11.80388,77.85673,25133,Asia/Kolkata,pottaneri nallakavundanpatti tamil nadu
